,case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt
117624,1590132,Design Station,"Design Station, Inc.",1840 N Major,Chicago,IL,60639,22,0,11,0,0,2008-11-23,2010-11-22,22
117654,1671303,"Phil Stefani Signature Events, LLC","Phil Stefani Signature Events, LLC",1300 W. Hubbart,Chicago,IL,60622,3,0,2,12569.11,2,2011-01-08,2013-01-05,3
117810,1435962,Tile Outlet,Tile Outlet LTD.,2434 W. Fullerton,Chicago,IL,60647,6,0,6,3036.12,6,2004-04-08,2006-04-08,6
117896,1427428,Lakeshore School,"Hobby Horse Nurseries, Inc.",5611 North Clark Street,Chicago,IL,60660,3,0,2,8556.89,2,2004-01-01,2006-01-01,3
117966,1716887,Anti-Cruelty Society,The Anti-Cruelty Society,510 N LaSalle,Chicago,IL,60654,1,0,1,0,0,2012-12-30,2014-01-21,0
118154,1718734,The Grove at Lincoln Park,The Grove at Lincoln Park Living & Rehab..LLC,2732 North Hampton Court,Chicago,IL,60614,27,0,26,72541.43,26,2012-05-13,2014-05-11,27
118448,1589062,"We're Cleaning, Inc.","We're Cleaning, Inc.",4505 S. Indiana Ave.,Chicago,IL,60653,2,0,1,0,0,2006-11-01,2010-07-25,1
118497,1274673,Jimmy John's,"Booczko, Inc",2231 N. Lincoln Ave.,Chicago,IL,60657,19,0,19,8861.4,19,2001-04-21,2007-03-19,19
119057,1422534,"STV, Inc.","STV, Inc.","200 W. Monore,  Ste. 1650",Chicago,IL,60601,0,0,1,0,0,2004-12-20,2005-07-01,0
119195,1771609,Happy Cakes,Happy Cakes Labaguette Inc,5855 West Diversy Ave,Chicago,IL,60639,2,0,0,0,0,2013-10-01,2015-09-10,2
119209,1456811,"J.M. Bright, Inc/Magic Cleaning and Maintenan","J.M. Bright, Inc.",4315 N. Milwaukee,Chicago,IL,60641,7,0,4,0,0,2004-11-01,2006-10-31,7
119255,1762080,Cook County Sheriffs Department / DOC,Cook County,3026 South California,Chicago,IL,60602,2,0,1,0,0,2015-05-05,2015-07-24,0
119552,1717752,Giordano's (Irving Park),Athena's Best Pizza Inc.,5927 W. Irving Park Rd.,Chicago,IL,60634,1,0,0,0,0,2012-07-27,2014-07-26,1
119601,1670857,Service is Us,"Service is Us, Inc",5459 N. Broadway,Chicago,IL,60640,16,0,9,6189.54,9,2010-03-15,2012-03-15,0
120384,1594841,Chicagoland Auto Repair and Body Shop,"Chicagoland Auto Repairs & Body Shop, Inc",2550 W Lexington,Chicago,IL,60612,31,0,24,114492.1,24,2009-01-18,2011-01-09,31
120439,1334519,"Capital Retail Services, Inc.","Capital Retail Services, Inc.",4104 N. Nashville Avenue,Chicago,IL,60634,7,0,7,3452,7,2003-04-23,2004-03-04,7
120500,1488999,Austrian Bakery,"Austrian Bakery and Deli, INC.",2523 N. Clark,Chicago,IL,60614,3,0,2,2312.84,2,2005-08-20,2007-07-28,3
120813,1572503,Payday Loan Store,"Payday Loan Store of Illinois, Inc.",300 N. Elizabeth Street,Chicago,IL,60607,0,0,0,0,0,2008-06-05,2010-06-04,0
120925,1529625,Total Finance,"Total Finance, LLC",2719 W Irving Park Ave,Chicago,IL,60618,0,0,0,0,0,2006-11-07,2008-11-06,0
121071,1775255,Sarpino's Pizzeria (South Loop),"MJK South Loop, Inc.",1923 S. Archer,Chicago,IL,60616,10,0,9,1440.06,9,2013-08-25,2015-08-24,10
121081,1702575,Standard parking,Standard Parking Corporation,"900 N. Michigan, Ste. 1600",Chicago,IL,60611,0,0,1,0,0,2012-08-05,2013-08-06,0
121666,1793536,"Taos Global Group, Inc.","Taos Global Group, Inc.",2167 B South China Pl.,Chicago,IL,60616,2,0,1,2687.04,1,2014-10-01,2016-02-26,0
121686,1596654,City Sports,"City Sports on Madison I, II",4034 W. Madison,Chicago,IL,60624,1,0,0,0,0,2008-09-25,2010-09-16,1
121972,1748790,Cassidy Tires (Southwest Hwy),WM J Cassidy Tire & Auto Supply,3949 Southwest Highway,Chicago,IL,60652,3,0,2,1083.9,2,2012-11-05,2014-11-03,3
122085,1540967,"Protein Solutions, LLC",Agri-Best Holdings LLC,4430 S. Tripp Ave,Chicago,IL,60632,0,0,0,0,0,2007-04-30,2009-04-19,0
122278,1543112,Continental Window and Glass Corporation,Continental Window and Glass Corporation,4311 W Belmont Ave,Chicago,IL,60641,0,0,1,0,0,2007-06-22,2009-06-21,0
122789,1599163,AT&T,A T & T,225 W. Randolph St,Chicago,IL,60606,0,0,1,0,0,2010-04-13,2011-04-21,0
122793,1507923,Hyde Park Cleaners,"Hyde Park Cleaners, LTD",5424 S Lake Park Ave.,Chicago,IL,60616,12,0,10,15695.08,10,2006-03-18,2008-03-17,12
122796,1544838,"Clover Club Bottling Co., Inc.",Clover Club Bottling Co. Inc.,356 N. Kilbourn,Chicago,IL,60624,2,0,1,250,1,2007-05-31,2009-05-15,2
122987,1504200,La Strada Ristorante,"La Strada, Inc.",155 N. Michigan Ave.,Chicago,IL,60601,24,0,24,4660,24,2007-12-30,2008-01-05,24
123235,1302456,Transnational Bankcard,"Transnational Bankcard, Inc.","412 S. Wells, 4th Floor",Chicago,IL,60607,34,0,34,7167.5,34,2003-03-07,2003-11-28,34
123440,1693494,Chicago Transit Authority,Chicago Transit Authority,1815 W 74th St,Chicago,IL,60636,0,0,1,0,0,2013-02-01,2013-03-31,0
123579,1670239,Chicago Transit Authority,Chicgo Transit Authority,358 S. Kedzie,Chicago,IL,60623,0,0,1,0,0,2011-06-23,2012-04-30,0
123633,1464928,Maria's-Chicago,Ranmar Restaurant Corp,1905 N. Harlem,Chicago,IL,60707,15,0,14,2111.97,14,2005-01-31,2006-12-27,15
123648,1748791,Cassidy Tires (Calumet City),WM J Cassidy Tire & Auto Service,1063 River Oaks Drive,Chicago,IL,60649,2,0,2,3283.99,2,2012-11-05,2014-11-03,2
123721,1730260,"Universal C & M Plumbing Services, Inc.","Universal C & M Services, Inc.",43 E. 119th Place,Chicago,IL,60628,2,0,2,275.95,2,2012-06-22,2014-06-20,2
123744,1560015,Tanner Parking,"Tanner Parking, Inc.",1314 W. Fullerton Street,Chicago,IL,60614,29,0,29,14572.97,29,2008-10-08,2009-10-23,29
123830,1652334,Infinity Clough Creek LLC,Infinity Clough Creek LLC,20 N Wacker Drive Suite 1525,Chicago,IL,60606,1,0,1,3775.88,1,2010-05-08,2012-04-21,1
123938,1758862,Hetman Deli,Jola and Hetman Deli LTD,5513 W. Belmont Ave,Chicago,IL,60641,1,0,0,0,0,2013-04-29,2015-04-28,1
124020,1736789,Taco Burrito King (The Loop),"Taco Burrito King 13, Inc.",405 S. Wells St.,Chicago,IL,60607,1,0,0,0,0,2012-08-26,2014-08-25,1
124026,1738301,Chicago State University,Board of Trustees of Chicago State University,9501 S king drive,Chicago,IL,60628,2,0,1,580,1,2013-12-15,2014-01-18,2
124037,1740992,"Envoy Air, Inc.","Envoy Air, Inc",O'Hare International Airport,Chicago,IL,60666,13744,0,1,0,0,2013-06-07,2014-10-28,0
124040,1678635,Corona Krafters,Corona Krafters,1852 W. 17th St.,Chicago,IL,60608,0,0,0,0,0,2012-09-30,2012-11-17,0
124059,1572488,Elite Valet,Elite Valet Parking,849 West Monroe,Chicago,IL,60607,0,0,0,0,0,2008-03-15,2010-03-14,0
124511,1534832,Joong Boo Market,Chicago Food Corp.,3333 N. Kimball Avenue,Chicago,IL,60618,0,0,0,0,0,2007-01-01,2008-12-31,0
124545,1665049,United Airlines,United Airlines Inc,O'Hare Int'l Airport,Chicago,IL,60666,1,0,1,0,0,2012-05-31,2012-09-17,0
124546,1563085,Cook County Juvenile Detention Center,Cook County Juvenile Detention Center,1100 South Hamilton Avenue,Chicago,IL,60612,1,0,1,0,0,2009-01-16,2010-02-22,0
124579,1466652,Monterrey Security Consultants,"Monterrey Security Consultants, Inc.",2232 S. Blue Island Ave.,Chicago,IL,60608,1,0,1,164.8,1,2005-01-31,2007-01-30,1
124783,1519452,USPS,United States Postal Service,514 Express Center Drive,Chicago,IL,60688,1,0,1,0,0,2008-01-23,2008-11-21,0
125315,1608119,Reza's Restaurant,"Persian Foods, Inc.",5255 N. Clark St.,Chicago,IL,60640,6,0,5,12635,5,2009-02-21,2011-02-17,6
125510,1377880,Dunkin' Donuts/ Baskin Robbins/ Togos,Purohit Bros I. Inc,7171 W Irving Park,Chicago,IL,60634,20,0,17,57529.5,17,2003-01-01,2004-12-31,20
125687,1586203,Pink's Childcare Academy,Pink's Childcare Academy,8236 S. Kedzie,Chicago,IL,60652,7,0,6,529.85,6,2008-09-21,2010-09-21,7
125750,1735719,Aries Shutlle Service,Aries Charter Transportation Inc,4525 W. Grenshaw,Chicago,IL,60624,25,0,25,16271.45,25,2014-01-01,2015-08-01,0
125831,1180095,A & B Custom Cable,"A & B Custom Cable TV Service, Inc.",4860 N. Clark St.,Chicago,IL,60640,50,0,49,41744.56,49,2000-06-10,2007-03-19,50
126046,1779594,D'Amato Bakery,D'Amato's Bakery #1,1124 W. Grand Ave,Chicago,IL,60622,3,187,1,5666.4,1,2013-05-27,2015-05-26,3
126128,1421409,"Glotel, Inc.","Glotel, Inc.",30 S. Wacker Dr.,Chicago,IL,60606,2,0,1,1044.14,1,2004-07-31,2005-11-25,0
126184,1783154,Shell - 67th & Western,VR5 Enterprises,6124 S. Western,Chicago,IL,60604,0,0,0,0,0,2014-04-13,2016-04-09,0
126185,1783155,Shell - 71st & Ashland,Ashland 71st Enterprises Inc,71st & Ashland,Chicago,IL,60604,1,0,0,0,0,2014-04-13,2016-04-09,1
126186,1783157,Marathon - 61st & Ashland,AH Petro Group Inc,6124 S. Ashland,Chicago,IL,60604,3,0,1,0,0,2014-04-13,2016-04-09,3
126352,1703833,Brightview Healtcare & Rehabilitation Centre,"Brightview Care Center, Inc",4538 N Beacon Street,Chicago,IL,60640,0,0,1,0,0,2013-06-25,2013-06-28,0
126693,1439174,Ultra Mart,Ultra Mart,510 E. 79th St.,Chicago,IL,60619,30,0,17,52288.58,17,2004-10-01,2006-09-30,30
126779,1345875,SBC,"SBC Communications, Inc.",2401 Grace,Chicago,IL,60618,1,0,1,0,0,2004-01-06,2004-01-09,0
126780,1269161,Hi Ricky Asian Noodle Shop,"BK & H Entertainment, Inc",941 W. Randolph,Chicago,IL,60607,8,0,7,8821.96,7,2002-09-27,2007-03-19,8
126848,1447957,Moher,"CLIFFS ON DEVON, LLC",5310 W Devon,Chicago,IL,60654,22,0,22,8241.75,22,2005-05-10,2006-08-30,22
126850,1447958,Walsh Construction Co.,Walsh Construction Company of Illinois,929 W. Adams,Chicago,IL,60604,0,0,0,0,0,2005-07-25,2006-07-23,0
126882,1481574,Merchants' Credit Guide Co.,"Merchants' Credit Guide Co., Inc.","223 W. Jackson Blvd.,",Chicago,IL,60606,1,0,1,0,0,2007-02-01,2007-06-01,0
126953,1541668,USPS,United States Postal Service,4810 North Milwaukee,Chicago,IL,60630,1,0,1,141.75,1,2009-01-09,2010-02-10,0
127206,1549555,A&S Liquor Market,ABY & Summar Inc,308 E 75th St,Chicago,IL,60619,4,0,2,7777,2,2007-06-29,2009-06-28,4
127368,1576653,Auntie Anne's Pretzels,Double P Corporation,5724 North Pulaski Road,Chicago,IL,60646,0,0,0,0,0,2008-03-17,2010-03-16,0
127466,1725499,The Chalet Living and Rehabilitation Center,"Chalet Living and Rehabilitation Center, LLC",7350 North Sheridan Road,Chicago,IL,60626,60,0,60,90333.58,60,2012-03-24,2014-03-22,60
127871,1726510,Taco Burrito King (Belmont & Harlem),Taco Burrito King 1 Incorporated,3216 N Harlem Ave,Chicago,IL,60634,6,0,5,13264.39,5,2012-08-29,2014-08-28,6
128016,1727328,Most Value Protection (MVP),,505 Lake Shore Dr 10th Floor,Chicago,IL,60611,4,0,4,0,0,2012-06-15,2014-06-14,4
128128,1711279,Walsh Construction,Walsh Construction,929 W. Adams Street,Chicago,IL,60607,1,0,0,0,0,2011-06-24,2012-10-10,0
128497,1373915,La Casa del Pueblo,"La Casa del Pueblo, Inc.",1810 S. Blue Island Av,Chicago,IL,60608,10,4290,5,22314.08,5,2002-10-01,2004-11-01,6
128521,1725779,Berglund Construction Company,"Berglund Construction Company, Inc.",8410 S. Chicago Ave,Chicago,IL,60617,0,0,0,0,0,2013-10-28,2014-05-14,0
128802,1432062,"Multivision, Inc.","Multivision, Inc.",1220 Iroquois Ave,Chicago,IL,60653,15,0,13,48908.05,13,2005-01-01,2006-09-30,0
128943,1398985,McDonald's,"McDonald's USA, LOC",404 Western Blvd.,Chicago,IL,60604,0,0,0,0,0,2003-05-26,2005-05-25,0
128961,1745399,Institute for Human Reproduction,IVF Consulting LLC,409 West Huron Street 5th Floor,Chicago,IL,60654,0,0,0,0,0,2013-01-01,2014-10-25,0
129297,1722001,Alden Princeton Rehabilitation Healthcare,Alden Princeton Rehabilitation Heathcare,255 w  69th st,Chicago,IL,60621,23,0,22,4641.84,22,2013-06-01,2014-03-21,23
129469,1320410,Linebarger Goggan Blair & Sampson,"Linebarger Goggan Blair & Sampson, LLP",233 S. Wacker  #4030,Chicago,IL,60606,5,0,6,162.97,5,2002-09-01,2004-04-30,5
129645,1753073,Entertaining Company,The Butler Did It INC,1640 W. Walnut,Chicago,IL,60612,28,0,27,33973.53,27,2013-05-01,2015-02-23,28
129654,1514680,Las Islas Maria,"LAS ISLITAS, INC.",2400 S Pulaski Rd,Chicago,IL,60623,14,0,12,26443.9,12,2006-05-13,2008-05-10,14
129707,1746180,Precious Little One Learning Center,"Precious Little One's Learning Center, Inc",22 E. 63rd Street,Chicago,IL,60637,12,0,12,1304.67,12,2012-11-17,2014-11-15,12
130047,1767925,Metra,Northwest Illinois Regional Commuter Railroad,547 West Jackson Blvd,Chicago,IL,60661,1,0,0,0,0,2015-04-13,2015-08-15,0
130406,1742795,La haciendita (Pulaski),"Taqueria La Haciendita, Inc.",5924 S Pulaski,Chicago,IL,60629,14,0,12,7348.97,12,2012-10-06,2014-10-04,14
130428,1649671,"Higgins Shell Mart, Inc.",,7201 W. Higgins,Chicago,IL,60656,5,0,4,386.21,4,2010-01-04,2011-03-27,5
130651,1737427,Pinky Nail Damen,"Pinky Nail, Inc",1508 N. Damen Ave,Chicago,IL,60622,9,0,7,6041.72,7,2012-09-02,2014-08-30,9
130984,1744195,All American Nursing Home,"Zikainim, Inc.",5448 North Broadway St,Chicago,IL,60610,61,0,60,16303.25,60,2012-11-30,2014-11-25,61
131067,1547005,Lohan,"Lohan Winchester Park, LLC",3716 W. Fullerton,Chicago,IL,60647,17,0,10,31134.88,10,2008-10-01,2009-10-01,17
131205,1496614,El Cunado Heating and Cooling,,4745 W 83rd St,Chicago,IL,60652,0,0,0,0,0,2005-11-01,2007-10-29,0
131450,1749363,Republic of Couture - ROC,Group ROC LLC.,115 S Delano Ct # E,Chicago,IL,60605,3,0,2,1605.96,2,2014-06-01,2015-01-28,3
131580,1679582,"Molite Electric, Inc.","Molite Electric, Inc.",11207 S. Sangamon St,Chicago,IL,60643,4,0,2,11869.3,2,2011-12-19,2012-12-19,0
131807,1740550,"Careplus Pharmacy, Inc.",Care Plus Pharmachy Inc,4255 W. 63rd St,Chicago,IL,60609,5,0,4,4734.75,4,2012-12-29,2014-12-24,5
131963,1755407,Parkshore Estates Nursing & Rehabilitation Ce,Parkshore Estates Nursing & Rehabilitation LL,6125 South Kenwood,Chicago,IL,60637,1,0,0,0,0,2013-03-13,2015-03-08,1
131964,1755421,Lakeview Rehabilitation & Nursing Center,"Lakeview Rehabilitation & Nursing Center, LLC",735 W. Diversey,Chicago,IL,60614,0,0,0,0,0,2013-03-16,2015-03-08,0
132066,1765098,LKQ Corporation,LKQ Corporation,500 West Madison St,Chicago,IL,60661,1,0,0,0,0,2013-07-08,2015-07-06,0
132096,1755518,Value Plus Mufflers,Value Plus Mufflers Inc.,4321 N. Western,Chicago,IL,60618,2,0,0,0,0,2013-03-03,2015-03-02,2
132199,1765169,United Airlines,"United Airlines, Inc.",233 South Wacker Drive,Chicago,IL,60606,2,0,1,0,0,2015-03-03,2015-08-31,0
132214,1661691,Chicago Transit Authority,Chicago Transit Authority,358 S. Kedzie,Chicago,IL,60612,1,0,1,541.11,1,2012-05-08,2012-11-13,0
132663,1753844,Precise Information Systems & Professional Se,Precise Personnel Services Inc.,500 N. Michigan Ave. Ste. 1033,Chicago,IL,60611,2,0,2,3670.92,2,2015-01-03,2015-05-16,0
132820,1753994,Smart Stuff Learning Center,Smart Stuff Educational Inc,3600 S Halsted Street,Chicago,IL,60605,3,0,3,695.77,3,2013-04-08,2015-04-01,3
132895,1706822,La Quebrada Restaurant,"La Quebrada #3, Inc.",5100 S. California,Chicago,IL,60632,13,0,12,20396.06,12,2011-10-24,2013-10-23,13
133093,1454753,BCI,"Blackstone Consulting, Inc.",230 South Dearborn Street,Chicago,IL,60606,8,0,8,3658.34,8,2005-08-01,2006-07-31,0
133204,1762775,BMO Harris Bank,BMO Harris Bank N.A.,111 West Monroe Floor 12-C,Chicago,IL,60603,1,0,1,11304,1,2015-07-17,2015-10-09,0
133234,1432056,Great American Bagel,"Gajanand OHM, Inc.",1248 W. Belmont Ave,Chicago,IL,60657,5,0,4,3067.38,4,2004-02-07,2006-02-06,5
133338,1762935,"Master Hand Contractors, Inc.","Master Hand Contractors, Inc.",3232 N. Pioneer Ave,Chicago,IL,60634,0,0,0,0,0,2013-06-01,2015-05-31,0
133341,1762940,Advocate Medical Group,Advocate Health and Hospitals Corporation,3000 North Halstedm Suite 509,Chicago,IL,60657,7,0,4,463.65,4,2013-11-02,2015-10-31,7
133376,1602605,"GSG Consultants, Inc.","GSG Consultants, Inc.",855 West Adams Suite 200,Chicago,IL,60607,19,0,18,31591.66,18,2009-03-21,2011-03-19,19
133393,1754516,"Eason Environmental Services, Inc","Eason Enviromental Services, Inc.",12056 S. Union Ave,Chicago,IL,60628,0,0,0,0,0,2014-06-24,2015-06-24,0
133641,1763581,United Airlines,"United Airlines, Inc.",233 S. Wacker Drive,Chicago,IL,60606,3,0,1,0,0,2015-04-01,2015-09-01,0
133723,1757227,United Airline,"United Airlines, Inc.",233 S Wacker,Chicago,IL,60606,2,0,1,0,0,2015-03-16,2015-07-17,0
133754,1760045,"Care Communications, Inc.","Care Communications, Inc.","205 West Wacker Dr., Suite 1900",Chicago,IL,60606,64,0,64,21329.06,57,2014-09-28,2015-04-17,64
133961,1610133,Bobak's,Bobak Sausage Company,5275 S. Archer Avenue,Chicago,IL,60632,9,0,7,412.23,7,2009-02-20,2011-02-19,9
134049,1760384,Newark element 14,Newark Electronics Corporation,"300 South Riverside Plaza, Suite #2200",Chicago,IL,60606,0,0,0,0,0,2014-04-25,2014-08-26,0
134051,1760402,Cardinal Pallet Co.,Cardinal Pallet Co. Inc.,505 W 43rd St,Chicago,IL,60609,0,0,0,0,0,2013-05-19,2015-05-17,0
134098,1764723,Capricorn Building Maintenance Inc,Capricorn Building Maintenance Inc,2647 N St. Louis,Chicago,IL,60647,0,0,0,0,0,2013-09-01,2015-08-31,0
134118,1617350,Maribel Rubio,Maribel Rubio,5131 S. McVicker,Chicago,IL,60638,0,0,0,0,0,2010-08-01,2011-05-25,0
134581,1473750,Anees Upholstery,Anees Custom Upholstery INC.,1500 S. Western,Chicago,IL,60613,31,0,30,50486.79,30,2005-06-04,2007-05-26,31
134719,1729877,Renaissance at Midway,Renaissance at Midway,4437 S. Cicero Avenue,Chicago,IL,60632,1,0,1,8531.25,1,2012-06-02,2014-06-01,1
134721,1574155,R & L Carriers,R & L Carriers,4359 W 36th Street,Chicago,IL,60632,1,0,1,0,0,2009-11-01,2011-01-28,0
134736,1556537,Jiffy Lube,"BJKJ Enterprises, LLC",10345 S. Kedzie,Chicago,IL,60655,11,0,10,836.4,10,2008-06-04,2009-10-15,11
134820,1442778,Lintas  LLC,Lintas LLC,566 w Adams St,Chicago,IL,60661,4,1000,2,74641.77,2,2004-01-01,2006-06-13,0
134852,1727052,Le Cafe,"Frenchycake, LLC",4655 N Lincoln Ave,Chicago,IL,60640,1,0,0,0,0,2012-09-19,2014-05-30,1
135341,1486932,Red Hen Bread,Red Hen Bread LLC.,250 N. Western,Chicago,IL,60612,50,0,49,11195.35,49,2005-07-09,2007-06-30,50
135610,1485280,Columbia Pipe and Supply,Columbia Pipe & Suppy,1120 West Pershing road,Chicago,IL,60609,1,0,1,0,0,2007-03-01,2007-09-24,0
136172,1573031,American Airlines Flight Services,American Airlines,10000 West O'Hare,Chicago,IL,60666,0,0,1,0,0,2009-06-02,2011-06-01,0
136483,1496631,"Alfred Wolff, Inc","Alfred Wolff, Inc","180 N.Wabash, Ste. 401",Chicago,IL,60601,2,0,1,2182.15,1,2005-11-15,2007-11-01,2
136518,1696689,Cricket,MCE Damen INC,4642 S Damen Ave.,Chicago,IL,60609,40,0,33,3802.11,33,2011-07-26,2013-09-15,40
136549,1452500,"City Wide Cleaning Service, Inc.",City Wide Cleaning Service. Inc.,3700 N. Southport,Chicago,IL,60613,11,0,10,4558.56,10,2005-10-01,2006-06-30,11
137034,1540619,Buy N Save,Z Best Food Company,209 E. 103rd Street,Chicago,IL,60628,4,0,2,640.12,2,2007-03-01,2009-02-28,4
137144,1628445,Taqueria Ricardo,Alexcar Corp,4429 W Diversey,Chicago,IL,60639,7,770,6,11887.28,5,2010-06-01,2011-09-17,7
137462,1563082,United Airlines,United Airlines,O'hara Airport,Chicago,IL,60604,0,0,1,0,0,2009-04-01,2009-05-31,0
137517,1663089,Jimbo's Top Gun Red Hots/ Signature Pizza,,3617 North Broadway,Chicago,IL,60613,0,0,0,0,0,2012-01-01,2012-08-20,0
137587,1727807,Nunos Complete Car Care- Chicago IL,"Nunos Complete Car Care, Inc",6435 N. Harlem Ave,Chicago,IL,60631,12,0,11,11132.15,11,2012-03-24,2014-03-22,12
137962,1679881,Mellow Yellow Restaurant,"Pelletier Enterprises, Inc.",1508 E. 53rd ST.,Chicago,IL,60615,0,0,0,0,0,2011-03-19,2013-03-16,0
137963,1679883,Johnny Maximum Security,Johnny Maximum Security,2313 E. 92nd St.,Chicago,IL,60617,0,0,0,0,0,2011-02-01,2013-01-29,0
138031,1748919,Jewish Vocational Services,Jewish Vocational Services & employment cente,"216 W. Jackson Blvd., Suite 800",Chicago,IL,60606,37,0,37,32872.94,37,2013-05-01,2015-05-01,0
138058,1585434,Mid America Care Center,Mid America Care Center,4920 N. Kenmore Avenue,Chicago,IL,60640,0,0,0,0,0,2008-06-10,2010-06-09,0
138121,1580170,La Pinata,Valexma Corp,5438 S. Kedzie,Chicago,IL,60632,4,0,2,7016.05,2,2008-05-17,2010-05-15,4
138693,1699499,OG Plumbing,OG Plumbing LLC,400 N ADA,Chicago,IL,60642,0,0,0,0,0,2011-07-27,2013-07-27,0
138793,1764132,Teloloapan Muffler and Brake,"Teloloapan Muffler & Brakes II, Inc",2100 S. Ashland Ave,Chicago,IL,60608,3,0,2,3187.16,2,2013-07-13,2015-07-11,3
138990,1747705,Cassidy Tire (Canal),WM J Cassidy Tire & Auto Supply,344 N. Canal Street,Chicago,IL,60606,10,0,9,3063.49,9,2012-11-05,2014-11-03,10
139167,1755427,Belhaven Nursing & Rehabilitation Center,"Belhaven Nursing & Rehabilitaion Center, LLC",11401 S. Oakley Ave,Chicago,IL,60643,1,0,0,0,0,2013-03-13,2015-03-08,1
139169,1755429,South Point Nursing & Rehabilitation Center,SouthPoint Nursing & Rehabilitation CenterLLC,1010 W. 95th St,Chicago,IL,60643,0,0,0,0,0,2013-03-13,2015-03-08,0
139180,1755954,Precious Little One's Learning Center 51st,"Precious Little One's Learning Center, Inc.",221 E. 51st St,Chicago,IL,60615,12,0,11,3789.79,11,2012-11-17,2014-11-15,12
139305,1748322,7-Eleven (Wells),"Mina 2 Enterprise Group, Inc.",48 North Wells,Chicago,IL,60606,0,0,0,0,0,2013-01-12,2015-01-10,0
139341,1756760,Central Nursing & Rehabilitation Center,"Central Nursing & Rehabilitation Center, LLC",2450 N. Central Ave.,Chicago,IL,60639,1,0,0,0,0,2013-03-13,2015-02-28,1
139397,1730220,Advanced Physical Medicine - Chicago Western,"Advanced Physical Medicine Centers, S.C.",1731 North Western Avenue,Chicago,IL,60647,3,0,1,195,1,2012-05-13,2014-05-11,3
139480,1725776,Old Veteran Construction,"Old Veteran Construction, Inc.",10942 S. Halsted St,Chicago,IL,60628,0,0,0,0,0,2012-10-27,2014-10-25,0
139645,1427844,Dunkin' Donuts-N. Harlem,"Somic, Inc.",7156 N. Harlem Avenue,Chicago,IL,60631,6,1122,6,6445.45,6,2003-11-01,2005-10-31,6
139649,1592248,Hollander Home Fashions,"Hollande Home Fashions, LLC",7373 S. Lockwood,Chicago,IL,60638,0,0,0,0,0,2008-10-26,2010-10-24,0
139668,1425603,Avec,"Avec, Inc.",615 West Randolph,Chicago,IL,60606,1,0,0,0,0,2003-11-21,2005-11-21,1
139780,1429951,Radiant Research Inc.,"Radiant Research, Inc.",515 N. State Street Suite 2700,Chicago,IL,60610,7,0,6,430.8,6,2004-01-01,2005-12-31,7
139955,1755519,Hernandez Auto Repair,"Hernandez Auto Repair, Inc.",5441 N. Broadway Ave.,Chicago,IL,60640,1,0,0,0,0,2014-01-01,2015-03-02,1
139971,1736791,Taco Burrito King (Belmont & Long),Taco Burrito King Inc.,5413 W. Belmont Ave.,Chicago,IL,60641,8,0,7,15878.53,7,2012-08-29,2014-08-28,8
140090,1732426,Kemora Landscapes,"Kemora Inc., Kemora Landscapes",1530 W. Ainslie,Chicago,IL,60640,2,0,1,476.2,1,2012-07-07,2014-07-03,2
140137,1722223,Tower Automotive,Tower International,12350 South Avenue O,Chicago,IL,60633,2,0,1,0,0,2013-11-26,2014-01-30,0
140164,1587669,The Belt Railway of Chicago,The Belt Railway of Chicago,6900 S. Central Ave.,Chicago,IL,60638,0,0,1,0,0,2010-09-17,2011-05-09,0
140179,1600145,Health Care Consortium of Illinois,Health Care Consortium of Illinois,2100 South Marshal,Chicago,IL,60623,1,0,1,0,0,2010-07-06,2010-09-10,0
140256,1763615,Royal Industries INC,"Royal Industries, Inc",4100 W Victoria St,Chicago,IL,60646,1,0,0,0,0,2013-10-01,2015-08-01,1
140447,1742523,Tastee Freez,"WBC Proffesionals Services, Inc.",4400 S. California,Chicago,IL,60632,4,0,3,11209.65,3,2012-12-08,2014-12-06,4
140636,1759983,Giordano's (Navy Pier),VPC Navy Pier Pizza LLC,700 East Grand Ave,Chicago,IL,60611,1,0,0,0,0,2012-03-04,2015-02-15,1
140654,1725582,Goodness Greeness,"Goodness Greeness, Inc",5959 S. Lowe Avenue,Chicago,IL,60621,0,0,0,0,0,2012-04-12,2014-04-10,0
141179,1563090,Scrub,"Scrub, Inc.",6033 N Milwaukee Ave,Chicago,IL,60646,0,0,1,0,0,2009-08-08,2009-09-02,0
141369,1599747,Midway Moving,"Midway Moving and Storage, Inc.",4100 Ferdinand,Chicago,IL,60624,0,0,0,0,0,2009-01-08,2011-01-07,0
141445,1703517,Shell (Belmont & Milwaukee),"Sriparvathi, Inc.",3181 N. Milwaukee Ave.,Chicago,IL,60618,8,0,7,12713.75,7,2011-08-07,2013-08-06,8
141464,1405954,"Loss Prevention, Inc.","Loss Prevention, Inc.",3315 S. Halsted,Chicago,IL,60608,0,0,0,0,0,2005-04-30,2005-06-30,0
141473,1705463,GadgetTech,"Universal Enterntainment, Inc.",4380 s archer,Chicago,IL,60632,0,0,0,0,0,2011-11-26,2013-11-23,0
141497,1522550,Biondillo's Bakery,"Biondillo's Bakery, Inc.",4900 W Division,Chicago,IL,60651,23,0,21,75194.09,21,2006-08-27,2008-08-24,23
