,case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt
31136,1732013,Eggsperience (North Ave),"Eggsperience of North Ave., Inc.",939 W. North Ave.,Chicago,IL,60642,11,0,11,2027.79,11,2013-11-01,2014-05-30,11
31177,1534725,Neumann Association,Victor C. Neumann Association,5547 N. Ravenswood,Chicago,IL,60640,11,0,11,19.4,11,2008-07-01,2008-11-30,0
31280,1453904,Ryerson,"Joseph T. Ryerson & Son, Inc",2621 W. 15th Place,Chicago,IL,60608,1,0,1,322.08,1,2006-07-01,2006-10-26,0
31365,1586202,Northwestern Dental Center,"Northwestern Dental Office, PC",201 E. Huron St.,Chicago,IL,60611,9,0,9,3097.59,9,2008-08-14,2010-08-13,9
31368,1586204,POLAMER,"Polamer, Inc.",3094 N Milwaukee Ave,Chicago,IL,60618,70,0,70,35073.08,70,2009-12-28,2010-09-19,70
31393,1561000,La Barca,La Barca Food Products,13833 S. Saginaw,Chicago,IL,60633,0,0,0,0,0,2008-01-25,2010-01-15,0
31617,1554047,"eTest IT, Inc.","eTest IT, Inc.","200 S. Wacker, 15th Floor",Chicago,IL,60606,3,0,1,15686.82,1,2008-07-28,2009-07-27,0
31632,1558444,Cook  County Juvenile Detention Center,Cook County Juvenile Detention Center,1100 S. Hamilton,Chicago,IL,60612,2,0,1,0,0,2009-01-16,2010-01-06,0
31635,1558451,Securitas,"Securitas Security Services, LLC",150 S Wacker Dr # Ll-3,Chicago,IL,60606,0,0,1,0,0,2008-05-26,2010-05-25,0
31834,1702923,Cricket - Addison,MCE Addison Inc,3231 W Addison St,Chicago,IL,60618,4,0,3,364.3,3,2011-07-26,2013-07-26,4
32195,1479949,"Urban Media Group, LLC",Dba US Cellular,17 N. Loomis Ave. Unit 1A,Chicago,IL,60607,28,0,28,6823.46,28,2005-07-01,2007-07-01,28
32279,1548318,Dunkin Donuts,"2002 donuts, inc.",3200 N. Clark St.,Chicago,IL,60657,0,0,0,0,0,2007-04-01,2009-04-17,0
32283,1761291,BP,95th & King Enterprises,400 E.95th Street,Chicago,IL,60619,5,0,2,0,0,2014-04-13,2016-04-09,5
33013,1379306,We'll Clean III,"Lifecare Auto Services, Inc.",1515 W. Diversey,Chicago,IL,60614,10,1980,9,2970.95,9,2003-12-31,2005-01-31,10
33384,1748133,Gaylord Restaurant Chicago,"Gaylord India Restaurant, Inc.",110 E Walton Street,Chicago,IL,60611,4,561,3,1769.87,3,2013-04-07,2015-04-07,4
33589,1392410,Cook County Sheriff's Custodial Dept,"Sheriff's Office of Cook County, Illinois",118 N. Clark,Chicago,IL,60602,1,0,1,248.16,1,2004-12-17,2005-03-18,0
34149,1436072,Stanley's Grill,"Chirpin Chicken, Inc.",1543 N. Elston,Chicago,IL,60622,0,0,0,0,0,2004-03-07,2006-03-07,0
34287,1790407,"Groupon, Inc.","Groupon, Inc.",600 West Chicago Avenue,Chicago,IL,60654,0,0,0,0,0,2014-06-16,2016-06-12,0
34470,1775235,Meli Cafe (Halsted),"J&N, Inc.",301 S. Halsted,Chicago,IL,60661,2,0,1,66,1,2013-10-28,2015-10-25,2
34609,1775680,Granite Style Design Company,Granite Style Design Company,3111 N. Rockwell,Chicago,IL,60618,4,0,2,4743.75,2,2014-06-08,2016-06-04,4
34932,1783313,Marathon - 35th & Wood,"Wala Wala Brothers, Inc",1810 W. Wood,Chicago,IL,60609,1,0,0,0,0,2014-04-13,2016-04-09,1
34934,1783320,Shell - 79th & Ashland,79th & Ashland Enterprises Inc,7902 S. Ashland Ave,Chicago,IL,60620,1,0,0,0,0,2014-04-13,2016-04-09,1
34988,1764751,Elite Staffing,"Elite Labor Services, Ltd.",3248 W. 55th St.,Chicago,IL,60632,2,0,1,530.17,1,2014-03-15,2016-03-12,2
35156,1766360,F. O'Mahony's,Anglo German Entertainment LTD,3701 N Broadway,Chicago,IL,60613,5,0,4,2700.73,4,2013-11-28,2015-11-27,5
35158,1766373,Autumn Green at Wright Campus,Senior Lifestyle Corporation,4239 N Oak Park Ave,Chicago,IL,60634,17,748,16,12969.92,16,2013-10-05,2015-10-03,17
35161,1766386,Uni-Mart /Chicago,"Uni-Mart One Stop Shopping, Inc",5845 N. Clark Street,Chicago,IL,60660,5,0,4,491,4,2014-01-03,2015-12-31,5
35320,1777823,"RDK Electric, Inc",RDK Electric INC,7524 W Ardmore Ave,Chicago,IL,60631,2,0,1,2730,1,2014-01-05,2016-01-04,2
35349,1784089,The Bassment,351 Kingsbury Corner LLC,353 w hubbard street,Chicago,IL,60654,1,0,0,0,0,2015-12-01,2016-03-06,1
35890,1770856,Crisp N Clean Corporation,"Crisp-N-Clean of Chicago-Sacramento, Inc.",3044 W. Madison,Chicago,IL,60631,18,0,13,0,0,2015-07-20,2016-04-24,18
35897,1779221,Car Outlet- Montell,Car Outlet AC LLC,4530 south archer,Chicago,IL,60632,2,0,2,16127.59,2,2013-09-21,2015-09-19,2
35898,1779222,Car Outlet (western),Car Outlet AC LLC,4210 N Western Ave,Chicago,IL,60618,1,0,1,11459.8,1,2013-09-21,2015-09-19,1
35899,1779223,Car Outlet (wrightwood),Car Outlet AC LLC,2629 North Cicero Ave,Chicago,IL,60639,1,0,1,9597.89,1,2013-09-21,2015-09-19,1
35961,1785523,Marco's Beef and Pizza,Pete's Incorporated,6008 W. Fullerton Ave.,Chicago,IL,60639,5,0,3,9161.57,3,2014-02-28,2016-02-27,5
36245,1786031,University of Chicago Medical Center,University of Chicago Medical Center,5841 S Maryland,Chicago,IL,60637,0,0,0,0,0,2014-04-27,2016-04-26,0
36307,1772983,Maaco- Western Ave,"A&P Auto Color, Inc",6747 S Western ave,Chicago,IL,60636,6,0,5,4170.99,5,2013-11-01,2015-10-30,6
36342,1780703,MyClean,"MyClean, Inc.","205 W. Randolph Street, Suite 900",Chicago,IL,60606,72,0,72,23494.21,72,2014-08-25,2016-04-15,72
36488,1781266,Maaco- South Chicago Ave,"Prmaukh Auto Services, Inc",8383 S. South Chicago Ave,Chicago,IL,60617,2,0,1,193.88,1,2014-01-17,2016-01-15,2
37131,1740994,Chicago Transit Authority,Chicago Transit Authority,3112 West Foster,Chicago,IL,60661,0,0,1,0,0,2014-08-11,2014-08-11,0
37145,1791072,Ascher Brothers,"Ascher Brothers Co., Inc.",3033 W. Fitcher St,Chicago,IL,60618,0,0,0,0,0,2015-10-01,2016-01-03,0
37149,1791081,E & K Cleaning Services - Chicago,"E & K Cleaning, Inc.",7110 W. Higgins Ave,Chicago,IL,60656,1,0,0,0,0,2014-07-01,2014-12-31,1
37150,1791084,S & A Janitorial,"S and A Janitorial Services, Inc.",175 N. Harbor Drive Lobby,Chicago,IL,60601,0,0,0,0,0,2014-05-19,2016-05-15,0
37197,1794424,Sergio Malvais Pallet Company,Sergio Malvais Pallet Company,2525 S. Rockwell St,Chicago,IL,60608,0,0,0,0,0,2016-02-01,2016-07-01,0
37333,1462444,Jays Food LLC,Ubiquity Brands,825 E. 99th St.,Chicago,IL,60628,2,0,1,1200,1,2005-09-01,2007-05-03,0
37363,1660721,DNO Services,"D.N.O. Services, Inc.",4146 S. Drexel Blvd,Chicago,IL,60653,6,0,3,11204.78,3,2011-10-11,2011-11-04,0
37496,1794828,"Barajas Pallets, Inc.","Barajas Pallets, Inc.",3333 S. Iron Street,Chicago,IL,60608,0,0,0,0,0,2014-08-04,2016-08-03,0
37818,1436670,Rancho Luna,"Ramon Enterprises, Inc.",3357 W. Peterson,Chicago,IL,60618,0,0,0,0,0,2004-04-01,2006-04-01,0
38108,1512174,"Core Mechanical, LLC","Core Mechanical, LLC",4218 N. California,Chicago,IL,60618,5,0,5,262.51,5,2006-05-05,2008-05-04,5
38128,1694432,Jane's Restaurant,"Veg, Inc",1655 W Cortland Street,Chicago,IL,60625,20,0,19,18821.37,19,2011-06-25,2013-06-23,20
38161,1571307,Pomex Construction,"Pomex Construction, Inc.",1300 W. 35th Street,Chicago,IL,60609,17,0,8,42471.15,8,2009-06-01,2009-12-05,0
38290,1679580,Camacho Hardwood Flooring Inc.,"Camacho Hardwood Flooring, Inc",4633 N. Kilbourn Ave,Chicago,IL,60630,0,0,0,0,0,2012-06-24,2012-12-31,0
38373,1619032,Jia's Restaurant,Jia's Oriental Corporation,2545 N. Halsted,Chicago,IL,60614,0,0,0,0,0,2009-06-17,2011-06-17,0
38514,1796297,Ship Trans Inc,Ship Trans Inc,5008 N Kimball Ave,Chicago,IL,60625,2,0,1,783,1,2016-02-01,2016-05-27,2
39093,1534831,Gorski Bakery,"Gorski Bakery & Deli, Inc.",2835 N Central Ave,Chicago,IL,60634,32,0,30,79535.56,30,2007-01-11,2009-01-10,32
39134,1749477,Northside Learning Center,Chicago Board of Education Northside Learning,3730 West Bryn Mawr Ave,Chicago,IL,60659,0,0,0,0,0,2013-03-01,2015-02-01,0
39236,1591094,Michael Hill Jewellers,Michael Hill Jewellers LLC,835 N. Michigan Ave. 7th fl.,Chicago,IL,60611,82,0,81,45370.56,81,2008-09-01,2010-10-02,82
39252,1607209,Creative Design Builders,Creative Design Builders Company,4355 N. Ravenswood Ave.,Chicago,IL,60613,2,0,2,14131.06,2,2009-06-01,2011-06-01,0
39447,1674547,Walsh/ DeMaria Joint Venture V,Walsh/DeMaria Joint Venture V,929 West Adams St,Chicago,IL,60607,0,0,0,0,0,2012-07-16,2012-11-10,0
39552,1629226,Magenta Corp LLC,Magenta Corp LLC,3800 N. Milwaukee,Chicago,IL,60641,16,0,16,825.99,16,2011-03-28,2011-04-09,16
39827,1637328,Halina's Cleaning Service,"Halina's Cleaning Service, Inc",3316 N. Osceola,Chicago,IL,60634,0,0,0,0,0,2010-01-26,2012-01-25,0
39860,1688152,"Kurek Brothers Service Center, Inc","Kurek Brothers Service Center, Inc",3425 W 111th St,Chicago,IL,60655,2,0,1,1757.7,1,2011-03-25,2013-03-22,2
40197,1485415,Cook County Sheriff/Dept. of Corrections,Cook County Sheriff's Office,50 W. Washington St. (Room 702),Chicago,IL,60602,0,0,1,0,0,2007-03-13,2007-03-15,0
40252,1560983,Stefanos's Pizza on Sheridan d/b/a Giordanos,"Stefano's Pizza on Sheridan, Inc.",6836 N. Sheridan,Chicago,IL,60626,7,0,6,5152.63,6,2008-03-15,2010-03-13,7
40328,1692051,We Wash,We Wash Car Care Center Inc.,4660 W. Lawrence,Chicago,IL,60630,10,0,9,9863.69,9,2011-05-15,2013-05-11,10
40403,1654410,S & M Comfort Bedding,S&M Comfort Bedding Inc.,4444 W. Chicago Ave,Chicago,IL,60651,1,0,0,0,0,2010-05-26,2012-05-25,1
40516,1572487,Chicagoland Metal Fabricators & Supply,"Chicagoland Metal Fabricators & Supply, Inc.",4549 W Belmont Ave,Chicago,IL,60641,4,0,4,6807.5,3,2008-06-19,2010-06-18,4
40630,1667384,Mount Sinai Hospital,Mount Sinai Hospital Medical Center of Chicag,1500 California Avenue,Chicago,IL,60608,0,0,1,0,0,2012-02-03,2012-02-03,0
40646,1775719,Juan Antonio Guerrero Quintero,Juan Antonio Guerrero,621 s  Plymouth Ct,Chicago,IL,60605,2,0,1,0,0,2014-09-15,2015-11-18,2
40949,1451435,Cook County Juvenile Temporary Detention Ctr.,Cook County Juvenile Temporary Detention Ctr.,1100 S. Hamilton Ave.,Chicago,IL,60612,267,0,266,163712.83,266,2004-11-15,2006-11-01,267
41464,1416370,Advantage Truck and Trailer Repair,"Advantage Truck and Trailer Repair, Inc.",1111 w. 48th St.,Chicago,IL,60629,29,0,29,17026.95,29,2005-01-08,2005-08-06,29
41497,1411751,"Dr. Vladimir Fedin, DDS",Chicago Dental Arts Center P.C.,"625 N. Michigan Av, Suite 1020",Chicago,IL,60611,5,0,4,4933.05,4,2003-08-03,2005-08-03,5
41498,1411755,"Dillon Telecommunications, Inc","Dillon Telecommunications, Inc.","329 W. 18th St., Suite 309",Chicago,IL,60616,0,0,0,0,0,2004-10-10,2005-08-20,0
41537,1764128,Al-Medina Auto Repair,Al Medina Auto Repair and Body Shop Inc.,4876 N. Clark St,Chicago,IL,60640,8,0,7,55968.64,7,2013-08-10,2015-08-08,8
41789,1378297,Chicago Sweet Connection Bakery,Chicago Sweet Connection Bakery,5569 N. Northwest Highway,Chicago,IL,60630,0,0,1,0,0,2003-04-01,2004-08-31,0
41863,1504555,Leon's on 63rd Street,Leon's on 63rd street Inc.,1528  E. 63rd St.,Chicago,IL,60637,0,0,0,0,0,2007-04-01,2008-03-09,0
41906,1379313,"Ansley Business Material, Inc","Ansley Business Materials of Chicago, Inc.",413 N. Carpenter Street,Chicago,IL,60622,6,0,6,919.59,6,2003-09-15,2004-11-19,6
42121,1667698,Sodexo Services,"Sodexo America, LLC",3201 S. State St.,Chicago,IL,60617,0,0,1,0,0,2012-01-07,2012-11-05,0
42149,1569692,"Pronto Connections, Inc.","Pronto Connections, Inc.",820 N Orleans,Chicago,IL,60610,0,0,1,0,0,2008-09-02,2010-06-14,0
42232,1674808,"Neat Cleaning, Inc","Neat Cleaning Service, Inc",7609 W. Irving Park,Chicago,IL,60634,5,0,4,1725.04,4,2011-04-01,2013-03-31,5
42269,1532073,Computer Systems Institute,"Computer Systems Institute, Inc.","230 W Monroe St, Ste 600",Chicago,IL,60606,3,0,2,1514.27,2,2006-12-16,2008-12-15,3
42396,1661772,Chicago Transit Authority,Chicago Transit Authority,1702 E. 103rd St.,Chicago,IL,60617,1,0,1,0,0,2012-06-29,2012-06-29,0
42398,1718064,ABM Building Value,ABM Building Value,"180 N. La Salle, Suite 1700",Chicago,IL,60601,0,0,1,0,0,2013-12-23,2013-12-26,0
42403,1674290,Saint Mary of Providence Center,Saint Mary of Providence Center,4200 N. Austin Avenue,Chicago,IL,60634,88,0,88,2191.02,88,2012-02-01,2012-08-31,0
42681,1718072,Wynndalco Tower Communication,"Wynndalco Tower Comm, LLC",431 W Pershing Rd,Chicago,IL,60609,6,0,4,5414.4,4,2013-11-30,2014-01-11,6
43069,1791088,"A-1 Polish Services, Inc.","A1 Best Services, Inc.",5151 N. Harlem Ave,Chicago,IL,60656,0,0,0,0,0,2014-05-16,2016-05-15,0
43209,1410669,Yale Insurance,"Yale International Insurance Agency, Inc.",11109 S. Halsted,Chicago,IL,60628,1,0,1,0,0,2003-10-14,2005-05-02,1
43350,1687441,"F.O.R.U.M., Inc",Fulfilling One's Responsibility Unto Mankind,200 E. 75th St,Chicago,IL,60619,0,0,0,0,0,2012-09-30,2013-04-11,0
43992,1418873,"Holt Healthcare Management Services, Inc.","Holt Healthcare Management Services, Inc.",7141 S. Jeffrey,Chicago,IL,60649,1,0,0,0,0,2003-09-23,2005-06-28,1
44321,1425609,Urban Kitchen,"Sault West, Inc.","100 South Wacker Drive, Lower Level",Chicago,IL,60606,1,0,1,0,0,2004-01-01,2005-12-31,1
44419,1416372,Melrose Restaurant,"Melrose Cafe, Inc.",3233 N. Broadway,Chicago,IL,60657,2,0,1,1824.68,1,2004-11-01,2005-09-30,2
44423,1416393,"Kehoe Designs, Inc.","Kehoe Designs, Inc.",2108 W. Walnut,Chicago,IL,60612,34,0,34,17743.67,34,2003-09-15,2005-09-10,34
44703,1416407,"Malcolm S. Gerald and Associates, Inc","Malcolm S. Gerald and Associates, Inc",322  S Michigan (Michigan and Van Bure),Chicago,IL,60604,0,0,0,0,0,2003-09-15,2005-09-01,0
44815,1690313,Stroger Hospital,Cook County Government,1901 W Polk,Chicago,IL,60612,2,0,1,6825.39,1,2010-08-01,2011-12-17,2
44824,1748323,7-Eleven,7 - Eleven,4859 N. Milwaukee Ave,Chicago,IL,60618,0,0,0,0,0,2013-01-27,2015-01-26,0
45171,1420561,College Pro Painters,"College Pro Painters, U.S. Ltd.",6323 N. Avondale #245,Chicago,IL,60631,0,0,0,0,0,2005-05-15,2005-07-07,0
45183,1700912,La France Bakery,V.R.S. Inc,5405 S. Kedzie,Chicago,IL,60632,5,0,3,8021.73,2,2011-08-13,2013-08-10,5
45551,1417820,GE Zenith Controls,GE Zenith,830 West 40th Street,Chicago,IL,60609,1,0,1,0,0,2005-07-13,2005-11-18,0
45558,1417858,SBC,"Southwestern Bell Communications, Inc.",10 South Canal,Chicago,IL,60601,2,0,1,902.4,1,2005-02-01,2005-11-04,0
45700,1418108,Rehabilitation Institute of Chicago,Rehabilitation Institute of Chicago,345 E. Superior St.,Chicago,IL,60611,2,0,1,2979.2,1,2005-08-07,2005-10-31,0
46682,1696094,Jerry's Trucking,"Jerry's Trucking, Inc.",1700 W. 43rd St.,Chicago,IL,60609,1,0,1,482.13,1,2013-05-07,2013-06-24,1
46980,1432060,Rubin Brothers,"Rubin Brothers, Inc.",2241 S Halsted,Chicago,IL,60608,2,0,1,1972,1,2005-11-02,2006-02-17,0
47656,1429953,Gloria Upholstery Corp.,Gloria Upholstery Corporation,2634 W. Cermak Road,Chicago,IL,60608,0,0,0,0,0,2004-01-01,2005-12-31,0
47728,1435969,Atotonilco Tortillera,"Tortillera Atotonilco, Inc.",1707 W. 47th St.,Chicago,IL,60609,0,0,0,0,0,2004-02-01,2006-02-01,0
47960,1430353,Central Steel and Wire Company,Central Steel & Wire Company,3000 West 51st Street,Chicago,IL,60619,2,0,1,2000,1,2005-08-27,2006-02-23,0
47962,1430357,Alsco,Alsco American Linen,2641 S. Leavitt,Chicago,IL,60612,0,0,0,0,0,2004-02-02,2006-02-01,0
48249,1653266,W & E Telecommunications,"W & E Communications, Inc",1234 N. Cicero,Chicago,IL,60651,33,0,30,25794.72,30,2011-01-01,2012-09-30,33
48479,1762430,Amigo kedzie,"Amigo Insurance Agency, Inc",2658 s kedzie,Chicago,IL,60623,5,0,5,2369,5,2013-05-20,2015-05-17,5
48610,1762995,TAS Construction,"TAS Constructions of Chicago, Inc.",6324 West Melrose Str,Chicago,IL,60634,4,0,3,0,0,2015-03-01,2015-10-15,4
48824,1672059,Mariscos El Veneno,"Venenos, Inc.",6651 S. Pulaski Rd,Chicago,IL,60629,11,2057,11,6659.76,11,2011-01-23,2012-12-30,11
48826,1689532,Borinquen Restaurant,"Jibaros, Inc",1720 N. California Avenue,Chicago,IL,60647,31,0,26,0,0,2012-10-06,2013-06-09,31
49313,1751541,CVR Associates (Inspectors),"CVR Inspection Services, Inc.",10 West 35th Street,Chicago,IL,60616,56,0,55,33673.25,51,2012-12-19,2014-12-12,56
49349,1766371,Chase Mechanical Contractors,Chase Mechanical Contractors Inc,4311 South Western Blvd,Chicago,IL,60609,0,0,0,0,0,2014-01-11,2016-01-09,0
49416,1644686,Chicago Taxi Medallion Management,"Chicagoland Auto Repairs and Body Shop, Inc",2550 W. Lexington,Chicago,IL,60612,49,8228,45,91239.81,44,2011-01-01,2012-04-29,49
49593,1753985,United Airlines,United Airlines Inc,O'Hare International Airport,Chicago,IL,60666,1,0,1,0,0,2014-04-01,2016-02-01,0
49594,1753990,Pina Paint Experts,Pina Paint Experts Inc.,3919 West 68th Street,Chicago,IL,60629,15,3080,14,7790.55,14,2013-12-27,2015-03-27,15
49708,1684652,Aztecas Mufflers & Brakes II,"Aztecas Mufflers & Brakes Shop II, Inc.",2216 S. Kedzie Ave,Chicago,IL,60623,28,0,26,36866.31,26,2011-03-10,2013-03-09,28
49712,1687104,Clarkes Diner (Lincoln Ave),"Clarke's Restaurant, Inc",2441 N. Lincoln Ave,Chicago,IL,60614,8,0,7,2469.97,7,2011-02-24,2013-02-21,8
49734,1755420,Continental Nursing & Rehabilitation Center,Continental Nursing & Rehabilitation Center L,5336 N. Western Ave,Chicago,IL,60625,15,0,15,2183.85,15,2013-03-13,2015-03-08,15
49876,1756777,Mangia Fresca,"Mangia Fresca, INC",2556 S Archer Ave,Chicago,IL,60608,3,0,2,2907.1,2,2013-04-04,2015-04-03,3
49957,1397835,Chicago Woodworking,"Chicago Woodworking, Inc",4849 W Grand Ave,Chicago,IL,60639,36,0,33,49399,31,2003-03-14,2005-03-11,36
50047,1762428,Amigo Insurance - 3438 W 26th st,"Amigo Insurance Agency, Inc",3438 we 26th st,Chicago,IL,60623,5,0,5,1065.74,5,2013-05-20,2015-05-17,5
50198,1769473,McSween Enterprises McDonalds Restaurants,"McSween Enterpises, Inc.","53 West Jackson Blvd, Suite 1740",Chicago,IL,60604,1,0,1,3890.6,1,2015-01-18,2015-12-20,0
50321,1664143,Tony's Finer Foods,"Tony's Finer Foods Enterprises, Inc.",4137 North Elston Avenue,Chicago,IL,60618,2,3100,2,0,0,2010-08-22,2012-08-19,0
50355,1685267,Norwood Car Wash (Northwest Hwy),Norwood Hand Car Wash Inc.,6190 N. Northwest Hwy,Chicago,IL,60631,5,0,3,8315.75,3,2011-03-11,2013-03-10,5
50985,1777974,Arete Event Staffing Firm,"Arete, LLC","833 West Chicago Avenue, Suite 202",Chicago,IL,60642,0,0,0,0,0,2015-04-01,2015-12-18,0
51129,1654698,Al's Beef,"Haj, Inc.",169 W. Ontario,Chicago,IL,60654,11,1540,10,10810.14,10,2010-06-06,2012-06-02,11
51326,1667352,Creative Lawn and Garden Center,"Creative Imaging Services, Inc",5601 N Elston Ave,Chicago,IL,60646,0,0,0,0,0,2010-09-01,2012-09-01,0
51560,1404127,Marshall Field & Co,Marshall Fields DCC,4000 W. Diversey Avenue,Chicago,IL,60639,0,0,1,0,0,2005-01-01,2005-07-25,0
52423,1782376,"Little Helpers, Inc.","Little Helpers, Inc.",4220 W. Belmont Ave #216,Chicago,IL,60641,0,0,0,0,0,2014-02-02,2016-01-24,0
52518,1690566,Chicago Transit Authority,Chicago Transit Authority,1120 E. 89th St.,Chicago,IL,60619,0,0,1,0,0,2013-03-30,2013-03-31,0
52563,1776071,El Valor Corporation,El Valor Corporation,1850 W. 21st St,Chicago,IL,60608,1,0,0,0,0,2014-01-01,2016-01-01,1
52587,1783223,Murrihy Pallet Co.,"Murrihy Pallet Company, Inc",1919 W. 74th St,Chicago,IL,60636,0,0,0,0,0,2014-02-20,2016-02-19,0
52603,1784028,"Lorrus Transportation, LLC","Lorrus Transportation, LLC",10500 S. Rhodes Ave,Chicago,IL,60628,0,0,0,0,0,2014-02-21,2016-02-14,0
52764,1679375,Parliament Builders,"Parliament Builders, Inc",4455 S. Knox,Chicago,IL,60632,49,0,18,46608.17,18,2011-09-01,2013-05-01,12
52848,1684362,"Structures Construction, LLC",Structures Consruction LLC,2300 W. Diversey,Chicago,IL,60647,5,0,2,14117.17,2,2012-08-22,2013-02-17,0
52852,1684369,"All Steel Iron Works, Inc.","All Steel Iron Works, Inc.",4920 S. Central Ave,Chicago,IL,60638,6,0,3,6542.08,3,2013-02-04,2013-02-27,0
52853,1684372,"Dusable Construction Company, Inc.","Dusable Construction Company, Inc.",3740 W. Irving Park Rd,Chicago,IL,60618,0,0,0,0,0,2012-09-24,2012-12-30,0
52958,1705499,Busy Bees Child Development Center,Busy Bees Child Development LLC,3149 S. Shields,Chicago,IL,60616,5,0,5,4182.06,5,2012-05-16,2013-12-31,5
53151,1685741,New Three Happiness Restaurant,"New Three Happiness Restaurant, Inc.",2130 S Wentworth,Chicago,IL,60616,5,0,2,9963.75,2,2011-04-30,2013-04-27,5
53445,1541677,"Ranger Cartage Company, Inc.",,1270 South Kostner,Chicago,IL,60623,0,0,0,0,0,2007-06-01,2009-05-29,0
53770,1592252,Awake with Pearl,"Awake with Pearl, Inc.",11 W 26th St,Chicago,IL,60616,4,0,3,2066.54,3,2010-01-01,2010-11-06,4
53772,1422782,Dunlays on Clark,"Max Enterprises, Ltd.",2600 N Clark st,Chicago,IL,60614,9,0,8,6679.42,8,2004-01-20,2006-01-08,9
53874,1689540,Smith Village Nursing Home,Washington and Jane Smith Community Beverly,2320 W. 113th Pl.,Chicago,IL,60643,0,0,0,0,0,2011-03-27,2013-03-26,0
54001,1690456,Yolk South Michigan,"Kpokos, Inc",1120 S. Michigan,Chicago,IL,60605,2,0,1,1451.85,1,2011-02-27,2011-12-31,2
54174,1691600,Norwood Car Wash (Damen),Norwood Hand Car Wash Inc.,5462 N. Damen,Chicago,IL,60625,4,0,2,1957.62,2,2011-03-11,2013-03-10,4
54196,1656052,Grocery Basket,Certified Food Plaza Inc.,351 E. 103rd St.,Chicago,IL,60643,16,0,9,12000,7,2010-06-11,2012-06-10,16
54328,1658878,IHOP #1209,New Zaks USA,4210 N. Cicero Ave,Chicago,IL,60641,2,0,2,14039.55,2,2010-07-10,2012-06-09,2
54432,1682843,The Original Gino's East of Chicago,"BG East, LLC",162 E. Superior,Chicago,IL,60611,0,0,0,0,0,2011-02-06,2013-02-03,0
54492,1667695,Chicago Transit Authority,Chicago Transit Authority,3112 West Foster,Chicago,IL,60625,0,0,1,0,0,2012-08-09,2014-01-02,0
54515,1630142,"Metro Security Force, Inc","Metro Security Force, Inc",6546 W Higgins,Chicago,IL,60656,9,0,9,6211.15,9,2009-12-17,2011-12-16,9
54519,1700849,Vee Enterprises (465L9),"Vee Enterprises, LLC",7536 S. Aberdeen,Chicago,IL,60620,4,0,2,1437.08,1,2012-06-18,2013-07-06,0
54520,1700855,America Transfers Inc,America Transfers Inc,1649 W 18th St,Chicago,IL,60608,1,0,0,0,0,2011-08-06,2013-08-05,1
54626,1669974,"Lake Iron, Inc","Lake Iron , Inc",5520 W. Lake St,Chicago,IL,60644,15,0,14,12169.5,14,2010-10-25,2012-10-22,15
